,First Ride Week,Last Ride Week,Driver ID
499,1,11,8224c23bca05c2adb3fdf40752eb1b3c
500,-1,-1,8228dc00459f185b56d989c8ba1c9c52
501,-1,-1,822f647598c6283f3e782bfa33007d47
502,-1,-1,825a12d804be2135d12aacbfef42149f
503,2,3,838495eb3f025e512228480eae127522
504,3,6,83a0efd007f4db8f0b7db5753d80fd87
505,4,6,83ae2db3b59285394e07063a7d0d0512
506,4,13,844d41532242b64d8f19774b6b7f1c82
507,3,13,844e9be5a30d8d9c1f8e9ddb086ff717
508,5,8,849726bb431c44a984e5f0f60923a0ff
509,1,2,84e1a98ccf46774bc4f5c6374079dc07
510,-1,-1,84e99f5233c20f92e5be02afd2dbf994
511,2,11,8506914d35a1146dd602b68a93b5be5a
512,7,13,850de9129410d40c2875418eb40858b9
513,4,10,85bfeb44e07b0d4e86c637353080289d
514,5,13,86a1dbd33d3ee6d68caa25966a2868a3
515,6,13,86f580ee80bb5a54e07595410d624108
516,3,13,876e3742e4165313e3be9ca7ff4e41b2
517,-1,-1,878b301e00c3111bf0d4cdddb8e14c9a
518,3,13,87b493b5ff1b807c2320801fcd16ac26
519,5,7,881527a718b502bacbd04b6f45fcc2fc
520,2,6,8902cda459f8ac02c38efb2815cf4026
521,1,4,895c14bfd7d1e2c26aee6938703f32f8
522,6,8,8969d175c4676642b245af55d2dba19b
523,5,13,89788880a732b675ba9cd9854adcf684
524,7,13,89b9947570bc59a6161fb5edea18b852
525,3,4,89dab1d9f815cea34ce3612a6b7c0d51
526,-1,-1,8a2fcb8a8aea9b7a1e2dc54c3257abdf
527,-1,-1,8a485c0c66396eaa9dd004fb0bcc600e
528,4,12,8a64fa582ad5ac3bce95a38756b1875c
529,2,13,8a7d9195606bdc9bd5305f6bb300e1de
530,4,13,8a86bdb56cb975c786e47cb256838ed6
531,1,13,8a965bfa0851de76169b3206709ca943
532,5,11,8b0662c4244f85c5dd7ab46810ca6b04
533,3,13,8b09ef45562214f00e7c11ed16d70dc8
534,1,11,8b688ef44a5b17bd7150350d059e67ea
535,4,13,8b87786b3a356550a4708f5ab3768792
536,1,13,8b9b73cd6d63023caa38dbd25c1042cd
537,1,13,8bda575d26a589024a4e62aeba352f93
538,3,8,8c0d55bf42d242ac86f43c4031d6371f
539,4,13,8c38fce0915fbb7d816e19c3ecda64fb
540,2,11,8c40d50720fcc5990329f7312d1ad327
541,6,13,8c9a890f19a0ab28b745246162e449d7
542,4,13,8cd308e28e213e46e87c9dd9c5aa1466
543,7,13,8d3740598109bb310e6244ecc1971a85
544,2,12,8d5a99f2032a336a57222948915edf09
545,2,12,8da0796b60fa75a5ced6d1c3bf1f3064
546,1,13,8dbfef11a650dd9658ca0c6f70b84f88
547,4,13,8dc9d28aa6ab0af5dcc98420a9bd65e0
548,1,5,8dfea9e24286290d2f59f5b51f00b6c2
549,1,12,8eb2f1fd0858319b86b9e44b64660eb6
550,5,13,8ef80bf59ceefb3fef9d41a5c66eff35
551,2,13,8f325f86996ff57a0006add6cb623e19
552,1,6,905f8007cd46415eba8b9dce088b4395
553,2,6,90a155db6f98de56ed6baaeccb5aafdd
554,6,10,91278ab4c7170ed070a5cd653cab3d26
555,6,13,914712bea449e20e1cd2e18c269481bf
556,6,11,915b7e1b8cdd0e1bf9826e8ae91706b4
557,1,13,922214b02f8dfbde50e8cdaa187dfd47
558,3,13,93337ec6e89c26ff280f490dc3eb9042
559,1,12,93587c4ead63454c615f4651e2841ba2
560,-1,-1,93be171268b14a0586c48cb488bbd5cb
561,6,13,93fb5779620ce28dea9cb83cbb25ff9b
562,3,13,943db956d9c6ccf01435211d99568f15
563,4,13,944e9726e57e8c379049dba4bdabb05b
564,4,12,94699541835b03d2a18e265299c11213
565,3,13,94731f1d1f9180223445e77690aefc03
566,6,12,9494350df132e6748afca3bc5d138dcc
567,2,13,94ab22994e3ee32eb32f515563197296
568,-1,-1,94d5f7697a40886a8723f6015fe47841
569,1,13,956942174fc793c4bfb6fffc4b3c1c7b
570,6,13,95c1a153c7ec6b5623b8ef298010d2e9
571,5,12,962f9787bc5b8dd06dbc2147c39ae15b
572,2,11,96d7ab03f9156154f6f2144263a85579
573,3,6,97332a03726c052b1283fdd36dbdeca4
574,5,12,9760cb1c8a14d3fcf527631acabee35c
575,3,13,97c0a0888afa9dcadc73386abcacd350
576,1,2,9835cfed2c02bee16b5f0eeac3b4926a
577,6,13,9857a5bc59036a73f9261ea694bc002a
578,2,11,987c2e7dfc9a93697b8dfd030487ff01
579,2,12,987f45c1c19d83fcf3295828771c10f7
580,3,8,98a7f586f974550506502f52e47700f5
581,4,13,98a878a6fe557bf91236e6fc0413faba
582,5,13,99e05511bd051039630e0ee9d311afbc
583,3,13,99e15cb3381c646df2619a95cf805743
584,-1,-1,99edc641e82b840d4fb6d57db0aff446
585,2,5,9a2b695c70ad62abcb4323d7e9a4b6cb
586,7,13,9a54684a69721c1075c2af5fc077665b
587,2,10,9ac5116c46dc8515c0aec6f7153c6440
588,6,10,9b665130b27de44f369a44b2cb752670
589,3,13,9b73a887dab36dc0a53f3308bc278a2e
590,6,9,9b7b9829183e266882d4815d95357a1a
591,2,11,9c0158ebe58592fdb3d18fb9c4623db7
592,1,13,9c5835247a252ab6275775341b502f4a
593,1,13,9c5a3250d9f6e6537b3b076b26ce16cb
594,2,13,9c67faa1ab5de24e6d9c60bf7705f658
595,4,13,9c8968198038d0ce08f8066275480e62
596,4,13,9cb8155c8eac12669e18a89a2971a8d1
597,1,11,9d59581a50c97cf28d30f80cc77dd76c
598,2,10,9da29e218f6be3ea257d35f98eee1088
599,4,12,9dc512e71a0f206687f60b8bfc405050
600,7,13,9ded5e80238ea1cb8e923d3f3b03ccd4
601,7,10,9e003a96a6aa5a9207530767c2a8b310
602,2,13,9e291e9ae23649f498e166278c16344a
603,2,13,9e5b47cd6f31b05e75e92a427230ebdc
604,2,13,9e9d4402b1038d103b3add7271d9b8ca
605,2,13,9ebbe10ae57214da77ecc43f6a84caf0
606,5,13,9f1b385dd82b5a43f98660a99747e3cc
607,1,2,9fa4b644d8b6ea510119808c37f22223
608,1,7,a0b52413e2eedcc5ca6f31d53ab1a96c
609,1,13,a12d788b7cd01f696bb5ebf28fa739cc
610,6,13,a1a2b1b116fad0bfb521da9cf92df2b5
611,1,11,a21d85d9c18b9589f82a618f0531ecac
612,1,13,a22aad223462e8196b76f259752ccee4
613,2,2,a2334fdb829cf96fbae920df0cce1587
614,7,13,a2bdf1915008a135e5ddaf8cf110adf9
615,7,13,a2f170312615f7d2d41b80da4d5d7a72
616,3,13,a324cc0a17ed8b72ef62b06a021224a2
617,5,13,a33de78c73e2b157118fc745e8c2214d
618,1,13,a3c39ee40d7bb0ab8e49efc44cb6735c
619,4,7,a3e28ae11607ad68dedbc2baff2210e2
620,5,13,a3e6503d6fd14f55f5a7a7e993c06c0b
621,3,12,a4401d3bb25a651812f6781fcce5df77
622,4,13,a4463e077e248abcd96b8ee584e7fec5
623,1,13,a533ee906b3e68bcd03e3e2888a844a8
624,4,13,a53de9ae055503d13bbcd6e19c5c311e
625,1,13,a5637a20ede3d6cb3be2d52d17d9174b
626,-1,-1,a5964a3b81fcc810585ec982edcb3689
627,5,12,a60115fe0ec8c0e2d4fb8958a28567f6
628,5,13,a632e60ee41d9aab624a6b7fd6269976
629,7,13,a6505f04908e487e37c61c2a2a582eaf
630,7,13,a69bbe711400a8eaf17206a9d2b4f26a
631,3,13,a6fe0a06612bc9d9fd3f7dc1fd9615f0
632,5,13,a741036dcc0164fabc9155e11816f7c3
633,3,13,a746873c2f5431e9ac8e12c47a104115
634,1,5,a7638b7beea5715330ac956372522b07
635,4,13,a7ae2d9768b3eddb584395f2d984b3a2
636,-1,-1,a7db008438b8a1a26c201f7de3a6fd74
637,7,11,a7fa04a6b4111cac92989ac266ec40d2
638,1,13,a84478867f4a6fb6450da1cb47458308
639,2,10,a854b4bcf206030120913620bc664396
640,-1,-1,a85adc80be31a10c23b7aaf380e39173
641,4,13,a8bf411134a27779046e2f7ed3b2e1cf
642,2,8,a909251d04212c2b8d369aa619c13ddf
643,-1,-1,a943514117ddea18c75bd09ca6955ede
644,5,13,a95c73a18090636ec3a8033e8a6034c5
645,6,13,a9af04859e568ded6758279d805c56e8
646,2,13,a9dc82f0789aee809c81669dc768ced0
647,7,13,aab4ab866a771d21006a07cfff585eff
648,7,13,ab76a5e04d9126c2070bf84ac419f80e
649,6,13,abc63585621a8cc49099bc9dde677f27
650,5,9,ac3c378542ada7cfedc24720ef9e3273
651,3,9,ac51126328b559dd3872766d2455bba0
652,3,8,ac986e2a577103efe48b23cd17a4b6ed
653,4,13,acd5d321f5a7e35ccc3bf80a2c744c36
654,4,7,acd7dc6118befb6724aa3752d1cdbea1
655,7,13,ace64b24a38208dc0712bc65314027ac
656,6,13,acedcaee665d04c791bff1bf848af3a0
657,-1,-1,ad6489ea30a7952d7f3ec6277553fc4f
658,7,8,ad6a8aef632e7684c3b1e1e9dc0f7d23
659,6,8,add2977c3e55ba8475f60054a75a8b14
660,3,13,ae08f3a379c6069211342d448f74b606
661,-1,-1,aecea7471a8a5efd539c4bb549f21a69
662,5,7,aeda204ee39ccc79f22fe31ed73882ad
663,-1,-1,aee6c0de9d4b4e14d92bce9e4a352748
664,4,13,af39ba3a5cfaddc35f3c1f92bd860ca9
665,4,13,af452fac966efa9d089953c99045bb20
666,7,9,af4bae4a0b7a75194dbd4951c78bb98a
667,2,12,af74473d8f38c0c3e8cba5b72f747281
668,7,13,af8cad352c24bda90b2a5d07e1049181
669,6,13,afb63eff111f81c66cc01a5c9f64f2a2
670,7,11,afc352444f34fc17d988c3fdf916756b
671,7,13,afc7a3f83a5e5cc87136bceacceed8af
672,7,13,b0b60bc559f123caa41ae1e002243c3c
673,7,13,b13f722977cced9ee6d2ad25e8761583
674,4,10,b14d2355eb3b7daf6b07c44a31fb23d4
675,4,10,b1adb42b262bed41aeab28e9f6e93633
676,7,13,b2b3c6614a4a317bdfb7a57ae8a1687d
677,5,10,b2d3f2fb171a12cac427107690c10089
678,5,13,b508b23b0c53f5e3ee71562e531a3a25
679,2,13,b5275d250226cf29df0164d0f62d5ba7
680,-1,-1,b5615bfbdce936560dea4c82579bb35d
681,5,10,b572ff3bea0c3095a3a5d24db765dd42
682,6,13,b5b10e1d4132c7c1155f88aa00b9a5c5
683,3,13,b5b1d33f7a438b13f85fcc46cc248578
684,4,13,b5d89a7f152103c9fc981e3990e9fc86
685,4,13,b66734bd849ac838a9c0830878837979
686,2,13,b66b0833b679faefba66e3f1b9eb579b
687,3,13,b6b8068eea005094bf1eeab9c35c9c11
688,7,13,b6c8c21a45ce574430158f6230d9e254
689,6,13,b6ec72d2f14dcc90a4e7fd25bd12e9a7
690,4,13,b75fb275f65a39b9ae038a7593d91fcb
691,-1,-1,b794fc307d1309b3405361f9ea4e8b1b
692,5,13,b7b0b507d966d1e1735ecaaf0c3ed5b6
693,1,13,b7bd34f3d587ea950dabfd4ac7781f2f
694,6,13,b7de2b55859abf8fb49bf393a5a2816a
695,3,12,b7fbf53260861a5a9022b709abe4d584
696,1,2,b8df3a1ffca045016321353536ac86cf
697,2,13,b93ff367c79f79437eb5b70dc00a33bb
698,2,12,b972617c1e490250b2dbcd3353fd436b
699,6,13,b97fd5240666a3c3ded13df9f73ca71d
700,4,6,b9912d7f760895a9a5f9e046a70e7d8e
701,3,9,b9926f42a5fd6cc0c455fe59a21961ab
702,4,13,ba3a4161ca111c8a2d39a1f1bffd3557
703,4,10,ba5185bc3765e91878ea56a67f156acb
704,5,13,ba78525b3444a3714174f4734720996a
705,3,9,bb2984ebd891be82156fff038a85aafa
706,4,12,bb2993a27d213c0eefab695ef0214fa9
707,4,13,bc8249da3b109151438a85d49300dd0f
708,1,1,bd057e02f75c92917389d90bb215fe91
709,2,13,bd2433d45fc8dcd1c1d01d9c20ca357b
710,2,3,bd26a8a5910f6c87aed2fcce32782fae
711,1,11,bd2cf0eb59f96babbb13b724d8d77b12
712,2,13,bd34a715eef595600ffb4f683ca04e64
713,5,12,bd5cea890904311cd874773b13255406
714,1,13,bd9366761825d97d4c79c2c61638318b
715,7,11,bdca40c895def7985563060c5dcbd0ca
716,4,7,bde37c58877c64b6ce4b309dc2154bad
717,5,8,be22fe5992cb9557d7748113ea1f6057
718,1,8,be34f66b259b110d8908297419741202
719,1,6,bf0a8a6ddc179a9466082343c5862904
720,7,9,bf2693c5774a77e478e418119be97c5c
721,3,13,bf87c4b14479e823c1ce554606f6fdd6
722,3,13,c0640121b56458ccc0d2892067bc463b
723,-1,-1,c06d3d1ffc5b470f5407c2201e6616e1
724,1,13,c07499b5a6f1090f2fb263ec6ac0660c
725,1,13,c12c2eb875879488e687111335a12805
726,6,13,c1909690dc34d322b9483c10cb1a533a
727,1,13,c1d662bc81ade6c9a1ec161b3076b27e
728,7,13,c1e9b11fb4591a922e98ed4c46063b6a
729,2,13,c284230ecd0f82b79b99e8326bc62c6b
730,1,13,c468a648519cd42da75e6aa9dadf733e
731,-1,-1,c4b09aae89ee1feabc77632691b65278
732,2,11,c56b62b863a81370827e04d2c0a669a8
733,7,13,c5f1c362617932134aaf950f537061d4
734,-1,-1,c697fa3bddbd8de0a0f09060df305934
735,3,13,c6ea9e05de9e221aed059ccc8ad5f6bb
736,3,12,c7de222dc1b99eddaa9a665687b94dc3
737,7,9,c7fa83cac784c0f6225cfe30bb96572b
738,-1,-1,c7fc922f759f46036bc9cfeda911515b
739,3,13,c826130d392023b4c535431e2616e88b
740,3,13,c8932c12e8ac6691d5c7c27ba8ecb967
741,3,13,c8b0c99b2c6537769427fe4eec396e55
742,2,13,c8f03786f7e1b205a9d38722fc3651e6
743,3,13,c95b96b3d38fbf45da2bc43db49861c5
744,2,13,c95f5d4bedbea37cf208fc3e70e7e75e
745,6,13,c97e3d0c075030df5478bf3e679f97bd
746,2,11,c97fa24cacdc7b092c81d9556d4a3aab
747,4,10,c9b9fc54bf7c8edcbe35b1091f38cf0f
748,3,12,cacd66f64a54dca26e17f19a6344c369
749,3,13,cad3107b4ec2400c662cd8eab4e20026
750,-1,-1,cada138c65391fd98c1835e5c518397d
751,7,13,cae89a5674ccf4bb1a78708926697f8b
752,1,12,cb5ecf234f7492c867bfa875a2c677b5
753,3,13,cbba49117a03fd2f578022eab904dced
754,6,7,cc2186bc2bd14948eb9b490d14fcd686
755,6,13,cc5b9b32417adab54115cc8eabc5695d
756,6,8,ccf0631bc6ad481b3d7becb69564f61b
757,2,13,cd970d2e7d3034e5946e71db0b4869c5
758,5,11,cdab4b0c1ece5d2bc1d671ef6bf21382
759,3,13,cdca9a75635698b016fdb75f95f561c0
760,2,13,cdfff0fd9f4511931eff58f549fffc12
761,3,4,ce577ac73e9022772835abf8d37e91d5
762,2,4,ce5b4b1624afd0dd514e8997a2a1ff1d
763,2,12,cea2a4389f823240e8dfbc3ea95e42f0
764,2,13,cf27028c2fe4a9fe00795d0d4dd23a18
765,-1,-1,cf4685ea46aad0fa545bd4764679a162
766,5,13,cf6f95dab8e87ebc3405e8b6fc02137e
767,3,13,cfa62004631bfdbb0d9f842d69cc502d
768,2,6,cfa9233eafdbccac8d2a864b0df390d4
769,6,13,d093196b2758f39a4548faed9e365d89
770,1,13,d0f374c7d36c93ba0772626d4c4e6f7a
771,1,4,d1576672b9ddf17e405ad295e66048ba
772,4,10,d1b2185245eeac47821e98471c915947
773,4,13,d27b078b9f801a979bda2687ef91159a
774,2,13,d28f88b9d68ac9a2c0586728bdc91bcf
775,7,10,d2fe91351bb890ca8ea9b76201b05964
776,2,13,d3121b735af2bb94568c8070aaf05110
777,6,13,d31eded9263eab43f614eecc6a52a0f5
778,3,13,d42d0642a28cb2d7415bc7176fdfcb9c
779,4,13,d4867a7af060ee2a814c6be63b48473a
780,1,13,d499ea144d46d394e7ece7dc53e9fd41
781,3,13,d500e63eb4adbab2fb34140565ae4d20
782,1,13,d54674169d8b98851d54d79405c5d261
783,-1,-1,d5a7b55889ae4bba1eb7c9ba798ddfb2
784,2,13,d60d9f944d86cc7539bb6b7a11646149
785,2,13,d6277e6596f855c87627312e947e4f9c
786,6,13,d6758947058995dbeeabc5e812c00cea
787,7,8,d787d7b7e3798edd7498b9cbd9b59206
788,2,10,d7ae05b007ca320a0d1fb128ccced638
789,3,4,d7e035984d4fba2d14bc37f1992a061f
790,3,13,d7ecbe31d65faefa7c5314baafd6c4ce
791,5,7,d876df0212e45f5a630b89f5a04532fa
792,4,8,d952de85df73349f0280fbb2345148ae
793,2,13,d967f5296732fa55266b5f1314e7447b
794,7,13,d9b4803fb9c57a061205f7376aed60a5
795,5,13,d9ef4b835e202c9b24315b999894362a
796,-1,-1,da020ae1ea6a8ce10cd43f5e36880c8d
797,2,9,da3325f424c71942ca8a3401615a0e6c
798,5,6,da436a25d31e42fa12c800bacf3d8032
799,-1,-1,da582077a9e547fc6e24b8d100e64209
800,2,9,da8f13b0ebc53fe1147d982f087b5806
801,-1,-1,da984ad859c4b4349544b580d532ec5a
802,4,12,daddf0bdb8874309dd07bd9d91396166
803,3,13,dae249fc394c9bdf02f7d8bb1ff55733
804,-1,-1,db565e88c0f55509b8b272e807104ceb
805,7,13,db63522a6a88af9b817df48e3f6bad15
806,2,13,db9cf75a3edf5b1d38fdf560682cec48
807,1,13,dc39121d4440ef9d34bb2cfac0f1bf2f
808,1,12,dc5fe88ac0b99e77e8630795cfc16981
809,4,6,dc9a5809e396367a5a0767ac9226a64f
810,3,6,dca7c0d776c64df418bf3b63756927c2
811,1,12,dccfed81fccb496e10c26074253a1330
812,-1,-1,dd64221e3c3d2f0078f4903cabc16bad
813,7,13,dddf432269175b67f5d9c55c3b36bdef
814,3,10,ddee9dcc776c7b87e68628ffa0f99dc7
815,1,3,ddf9fad53fff9a2f2ded181e1144b47f
816,4,10,de0746635475c2be3d26489184659460
817,-1,-1,de13b737a0b0f174b2d14836de6dc2ff
818,3,13,de5fed97bda5c8aeca0d5c6a47f2deec
819,2,13,de9e048c789a0ddc487baae5929f51f9
820,1,11,ded0963ff2f6582b382b72de6f123a08
821,5,7,df11122e91571fcd91143da33fd3542a
822,7,13,df9ab418e87b21319bdfe389a4552e08
823,2,10,dfe29c1db80f470f4fa8046bc7e5d8a0
824,4,13,e02f0f208e1f02b7672ff2ed8bd1bcd3
825,4,13,e0449ff246754057062a6331c7a7b661
826,6,10,e0493acb44c53e68e3c3aca626cd466b
827,4,13,e065a88039052c0f4e552886fab4d99f
828,2,5,e08a1154c61bfa0adb7a029eed7df122
829,2,13,e0a98706329350c48ea450d1705bdd86
830,1,13,e0e3594e7d43742458a79799c7a5dd6c
831,1,13,e0e76adfaac64932530b49127890139c
832,-1,-1,e111c33885a216cc61ee4947afc355f7
833,3,10,e121472f6b4dd372dfceb87c7e30cbac
834,-1,-1,e127911975277f6b07fb2521647e1031
835,4,13,e1970a13e4fbb03fee21f66f7a97f5eb
836,6,13,e1b7e1ea030de78f88501a832cb007b2
837,1,3,e1d2df8059744cac678fbdc113e9e697
838,5,13,e225e4363d4ef824640866378d49a878
839,1,8,e246b5012a29db02ad24ce4b7e332b9b
840,7,13,e253f0cb570353173a73119dcc0e54d2
841,4,13,e26a411f427d8387e1244ece6053c940
842,3,13,e2dc374288c7edd10ce6647a8e6ae548
843,1,13,e31ae4a7e10b56e18f3f988fe48acbcb
844,4,13,e3306c36e5fe929405591869e0ee98d5
845,4,8,e33e7bd3f983ccbc3014e3689b1062f7
846,1,3,e35d490b495edf857a448653e036bd44
847,4,13,e38156350137c3a0df6b4b43c002ce0b
848,4,13,e4038e6006053cadf0bb2f8795e6c9eb
849,-1,-1,e45936982498bfe7a8fcfef62bf1edc8
850,-1,-1,e498f29ac08e3302ff8f110db38b170d
851,1,1,e4f3a9d5cf57b9b518136afd9757f76d
852,7,13,e58dab18de6e4134d8b232e57ce1d86e
853,2,5,e610084768b3d8313be3a7dd22e5e5e7
854,7,13,e61357801b8cc7a4b40cf736e6890972
855,5,13,e64f09e2fba9abd0daf0668bbcd7ae97
856,6,13,e67fc482899bea76fa32d6274607140d
857,6,8,e72a4e847306ddfd0540d630c79b33e4
858,-1,-1,e761f3e1d225c421222cfe150072ad3c
859,4,13,e76529a86a5efc221a88a6c91a75ea59
860,-1,-1,e7faba643203b7d1ed349fe03ee07d36
861,-1,-1,e8a7df9c27dc5dbb1057f2f18aaa862e
862,6,13,e8b60c6f666907603bb5d70aa8cc6c80
863,1,13,e8d73d55baeb522ef8843cb54cd08df0
864,5,13,e8efeab7179493aca6effda3bf21833e
865,7,13,e91240606aaab23860bfba718c858d30
866,3,13,e9651415a968663e49b62c29e5d89137
867,2,12,ea1f8d9a6f34043a8e8a3f78dbda7f9a
868,4,13,eb48fcd046d9d869a6c6eccd90392480
869,-1,-1,ebed38ca7ec991605d2d4a3b569e9214
870,5,13,ec1637dbd16bb38ec0b5a93c14373364
871,6,13,ec78920915122cbe500fcb475a8fb5d3
872,5,13,ec91bf40df64a813b83c67f46118de37
873,-1,-1,eccb23f51439621fd79b3754af59d443
874,5,9,ed0c7d2a0d5f60d527c0c3643495ddca
875,2,12,ed1aeb39f5da7d42d10a92653319b951
876,3,13,edc891e47623366a2aaa2b1a32ae1fa1
877,5,10,edca8abe7dd3a699bde27f9241e73dda
878,2,13,ee8b2edb7ef82ae69ccc57bba1889a40
879,1,13,eeb00fe9de3e348006f6f7128e6cf4e3
880,5,13,eece82fe623b4bb335a9b9e20eb0ca54
881,4,13,eedb2d3b82cd4276804c339cae45fef4
882,2,13,eef12344364d2a2e1e2d581287cf9cd8
883,2,13,eef2e2ad223c5c824565b3d98086e7fc
884,6,13,ef3970fc96947901f21cb6dff853b8a8
885,5,13,ef3e90cd957439dcf1a2afcfc4b0cad7
886,-1,-1,efee4c92f7fb02a7dbd0ddba25878e2f
887,4,13,f0124196d19be156b58f64700fdac7e0
888,2,4,f06398053a230bf914041eb897dc8d62
889,1,13,f0df79d10df44f18742682108b17f60a
890,3,11,f129b4923a3e5d5f676a592a8e4b7efd
891,3,13,f14169430d2a1ccb92266e8fb27b5bb7
892,3,13,f17cfca756365f6863a241ea96ab9f75
893,6,13,f193cf4d5de76b20688d759ea7c66312
894,6,9,f1a2419d56c2a09edf4030caeebeb5b6
895,1,5,f1b4411717c78f67380366c2a16a4d1e
896,-1,-1,f24c7a1f58df6b9e7ee7f01012e601ac
897,4,13,f2a9db857bbd5fe385ed59d8f2e89621
898,3,10,f395649fb47860aebc4817c7a6ea90e6
899,-1,-1,f429fcd3fe77e166454f9b27813b07d1
900,6,12,f467b8de5a37d9a818c0cbb557089c55
901,6,13,f4b761ebd4f310f03e5e7f79b925ef4f
902,1,13,f54b6feed73d306d44d8fba250bafea8
903,2,13,f5efba2f8019f9eff955fa20312d0639
904,4,12,f696de645de36b56677457d2d3136524
905,1,5,f758703e18f588f2370783f8b779e664
906,4,13,f7858e1e354a9fa26b3055bc12a4ee5b
907,1,13,f86eb77e1cefe28e9f0e9d3775fae261
908,5,10,f91254f1c1b3112ef3464e477d23c9e8
909,7,12,f98673773627b4b8d152e2b168b85bb2
910,-1,-1,f9893308ea5859d7ede4e034086c461c
911,5,13,f9aa6d69d74e786544027a1ab3049f44
912,5,10,fac81ea6cbd540c89c7eee17e851a233
913,1,5,faebff3d5429ff2036c125a91df765c8
914,5,9,fb83fc6555a4f700fd92630d9fcb9cea
915,6,12,fb903879c556260ae2604ae0c45cb92a
916,1,10,fba8372d56b91b1bff7b71d970b5af58
917,6,12,fbe0433e5b1a3db9dc9d6ed21efc6148
918,4,13,fc3504d2efaaaa976a33b3c856927155
919,3,13,fc83b793850ea70d9e898afd0b3ef592
920,-1,-1,fc857228f75499b2f24b3d547e12b9e9
921,-1,-1,fd1bfe51e18fc13936ae19ce3a387fff
922,2,13,fd2130d0d215069168dc2f79c1f5ae44
923,3,13,fd39748ba122e84e9ac492e6fb7c7a05
924,6,9,fd831ca1d79ae5c6fc3a679a22e5b8cf
925,5,13,fda96e6cd3395dfae3e59cd4ac95f7d7
926,7,11,fdbee494c73577d5b1266d1fec5c6c9a
927,5,5,fde60697758e68d617f471e49f65db75
928,1,13,fdff1a7205bc3b9ab1dc5dc223782fc5
929,2,13,fe35f74209d1056dd315ddb17681203d
930,3,13,fe469488a23d4bdda47b83a659dcc103
931,1,4,fed19d671569afe8a2f9fa0953dd25ca
932,5,13,ff419a3476e21e269e340b5f1f05414e
933,1,12,ff714a67ba8c6a108261cd81e3b77f3a
934,2,7,fff482c704d36a1afe8b8978d5486283
935,6,13,fffecccc49436c5389075b13209f0dfa
936,6,13,ffff51a71f2f185ec5e97d59dbcd7a78
