,Number of Days Driven,Driver ID
542,44,8cd308e28e213e46e87c9dd9c5aa1466
543,15,8d3740598109bb310e6244ecc1971a85
544,12,8d5a99f2032a336a57222948915edf09
545,43,8da0796b60fa75a5ced6d1c3bf1f3064
546,36,8dbfef11a650dd9658ca0c6f70b84f88
547,32,8dc9d28aa6ab0af5dcc98420a9bd65e0
548,10,8dfea9e24286290d2f59f5b51f00b6c2
549,32,8eb2f1fd0858319b86b9e44b64660eb6
550,45,8ef80bf59ceefb3fef9d41a5c66eff35
551,44,8f325f86996ff57a0006add6cb623e19
552,9,905f8007cd46415eba8b9dce088b4395
553,8,90a155db6f98de56ed6baaeccb5aafdd
554,11,91278ab4c7170ed070a5cd653cab3d26
555,48,914712bea449e20e1cd2e18c269481bf
556,8,915b7e1b8cdd0e1bf9826e8ae91706b4
557,38,922214b02f8dfbde50e8cdaa187dfd47
558,41,93337ec6e89c26ff280f490dc3eb9042
559,45,93587c4ead63454c615f4651e2841ba2
560,0,93be171268b14a0586c48cb488bbd5cb
561,16,93fb5779620ce28dea9cb83cbb25ff9b
562,64,943db956d9c6ccf01435211d99568f15
563,52,944e9726e57e8c379049dba4bdabb05b
564,10,94699541835b03d2a18e265299c11213
565,35,94731f1d1f9180223445e77690aefc03
566,16,9494350df132e6748afca3bc5d138dcc
567,55,94ab22994e3ee32eb32f515563197296
568,0,94d5f7697a40886a8723f6015fe47841
569,38,956942174fc793c4bfb6fffc4b3c1c7b
570,32,95c1a153c7ec6b5623b8ef298010d2e9
571,30,962f9787bc5b8dd06dbc2147c39ae15b
572,26,96d7ab03f9156154f6f2144263a85579
573,4,97332a03726c052b1283fdd36dbdeca4
574,27,9760cb1c8a14d3fcf527631acabee35c
575,47,97c0a0888afa9dcadc73386abcacd350
576,9,9835cfed2c02bee16b5f0eeac3b4926a
577,46,9857a5bc59036a73f9261ea694bc002a
578,39,987c2e7dfc9a93697b8dfd030487ff01
579,12,987f45c1c19d83fcf3295828771c10f7
580,6,98a7f586f974550506502f52e47700f5
581,49,98a878a6fe557bf91236e6fc0413faba
582,39,99e05511bd051039630e0ee9d311afbc
583,44,99e15cb3381c646df2619a95cf805743
584,0,99edc641e82b840d4fb6d57db0aff446
585,15,9a2b695c70ad62abcb4323d7e9a4b6cb
586,8,9a54684a69721c1075c2af5fc077665b
587,39,9ac5116c46dc8515c0aec6f7153c6440
588,9,9b665130b27de44f369a44b2cb752670
589,27,9b73a887dab36dc0a53f3308bc278a2e
590,10,9b7b9829183e266882d4815d95357a1a
591,55,9c0158ebe58592fdb3d18fb9c4623db7
592,32,9c5835247a252ab6275775341b502f4a
593,58,9c5a3250d9f6e6537b3b076b26ce16cb
594,56,9c67faa1ab5de24e6d9c60bf7705f658
595,53,9c8968198038d0ce08f8066275480e62
596,40,9cb8155c8eac12669e18a89a2971a8d1
597,10,9d59581a50c97cf28d30f80cc77dd76c
598,46,9da29e218f6be3ea257d35f98eee1088
599,8,9dc512e71a0f206687f60b8bfc405050
600,13,9ded5e80238ea1cb8e923d3f3b03ccd4
601,12,9e003a96a6aa5a9207530767c2a8b310
602,12,9e291e9ae23649f498e166278c16344a
603,71,9e5b47cd6f31b05e75e92a427230ebdc
604,76,9e9d4402b1038d103b3add7271d9b8ca
605,40,9ebbe10ae57214da77ecc43f6a84caf0
606,30,9f1b385dd82b5a43f98660a99747e3cc
607,5,9fa4b644d8b6ea510119808c37f22223
608,10,a0b52413e2eedcc5ca6f31d53ab1a96c
609,49,a12d788b7cd01f696bb5ebf28fa739cc
610,33,a1a2b1b116fad0bfb521da9cf92df2b5
611,19,a21d85d9c18b9589f82a618f0531ecac
612,31,a22aad223462e8196b76f259752ccee4
613,3,a2334fdb829cf96fbae920df0cce1587
614,38,a2bdf1915008a135e5ddaf8cf110adf9
615,33,a2f170312615f7d2d41b80da4d5d7a72
616,42,a324cc0a17ed8b72ef62b06a021224a2
617,42,a33de78c73e2b157118fc745e8c2214d
618,63,a3c39ee40d7bb0ab8e49efc44cb6735c
619,10,a3e28ae11607ad68dedbc2baff2210e2
620,41,a3e6503d6fd14f55f5a7a7e993c06c0b
621,63,a4401d3bb25a651812f6781fcce5df77
622,43,a4463e077e248abcd96b8ee584e7fec5
623,51,a533ee906b3e68bcd03e3e2888a844a8
624,55,a53de9ae055503d13bbcd6e19c5c311e
625,52,a5637a20ede3d6cb3be2d52d17d9174b
626,0,a5964a3b81fcc810585ec982edcb3689
627,7,a60115fe0ec8c0e2d4fb8958a28567f6
628,36,a632e60ee41d9aab624a6b7fd6269976
629,10,a6505f04908e487e37c61c2a2a582eaf
630,37,a69bbe711400a8eaf17206a9d2b4f26a
631,59,a6fe0a06612bc9d9fd3f7dc1fd9615f0
632,41,a741036dcc0164fabc9155e11816f7c3
633,42,a746873c2f5431e9ac8e12c47a104115
634,13,a7638b7beea5715330ac956372522b07
635,46,a7ae2d9768b3eddb584395f2d984b3a2
636,0,a7db008438b8a1a26c201f7de3a6fd74
637,21,a7fa04a6b4111cac92989ac266ec40d2
638,75,a84478867f4a6fb6450da1cb47458308
639,38,a854b4bcf206030120913620bc664396
640,0,a85adc80be31a10c23b7aaf380e39173
641,13,a8bf411134a27779046e2f7ed3b2e1cf
642,21,a909251d04212c2b8d369aa619c13ddf
643,0,a943514117ddea18c75bd09ca6955ede
644,37,a95c73a18090636ec3a8033e8a6034c5
645,52,a9af04859e568ded6758279d805c56e8
646,55,a9dc82f0789aee809c81669dc768ced0
647,36,aab4ab866a771d21006a07cfff585eff
648,8,ab76a5e04d9126c2070bf84ac419f80e
649,50,abc63585621a8cc49099bc9dde677f27
650,13,ac3c378542ada7cfedc24720ef9e3273
651,10,ac51126328b559dd3872766d2455bba0
652,7,ac986e2a577103efe48b23cd17a4b6ed
653,32,acd5d321f5a7e35ccc3bf80a2c744c36
654,13,acd7dc6118befb6724aa3752d1cdbea1
655,29,ace64b24a38208dc0712bc65314027ac
656,40,acedcaee665d04c791bff1bf848af3a0
657,0,ad6489ea30a7952d7f3ec6277553fc4f
658,5,ad6a8aef632e7684c3b1e1e9dc0f7d23
659,8,add2977c3e55ba8475f60054a75a8b14
660,38,ae08f3a379c6069211342d448f74b606
661,0,aecea7471a8a5efd539c4bb549f21a69
662,10,aeda204ee39ccc79f22fe31ed73882ad
663,0,aee6c0de9d4b4e14d92bce9e4a352748
664,64,af39ba3a5cfaddc35f3c1f92bd860ca9
665,54,af452fac966efa9d089953c99045bb20
666,8,af4bae4a0b7a75194dbd4951c78bb98a
667,22,af74473d8f38c0c3e8cba5b72f747281
668,46,af8cad352c24bda90b2a5d07e1049181
669,46,afb63eff111f81c66cc01a5c9f64f2a2
670,10,afc352444f34fc17d988c3fdf916756b
671,38,afc7a3f83a5e5cc87136bceacceed8af
672,31,b0b60bc559f123caa41ae1e002243c3c
673,21,b13f722977cced9ee6d2ad25e8761583
674,8,b14d2355eb3b7daf6b07c44a31fb23d4
675,30,b1adb42b262bed41aeab28e9f6e93633
676,12,b2b3c6614a4a317bdfb7a57ae8a1687d
677,15,b2d3f2fb171a12cac427107690c10089
678,39,b508b23b0c53f5e3ee71562e531a3a25
679,56,b5275d250226cf29df0164d0f62d5ba7
680,0,b5615bfbdce936560dea4c82579bb35d
681,9,b572ff3bea0c3095a3a5d24db765dd42
682,53,b5b10e1d4132c7c1155f88aa00b9a5c5
683,14,b5b1d33f7a438b13f85fcc46cc248578
684,43,b5d89a7f152103c9fc981e3990e9fc86
685,33,b66734bd849ac838a9c0830878837979
686,16,b66b0833b679faefba66e3f1b9eb579b
687,48,b6b8068eea005094bf1eeab9c35c9c11
688,21,b6c8c21a45ce574430158f6230d9e254
689,51,b6ec72d2f14dcc90a4e7fd25bd12e9a7
690,41,b75fb275f65a39b9ae038a7593d91fcb
691,0,b794fc307d1309b3405361f9ea4e8b1b
692,54,b7b0b507d966d1e1735ecaaf0c3ed5b6
693,51,b7bd34f3d587ea950dabfd4ac7781f2f
694,52,b7de2b55859abf8fb49bf393a5a2816a
695,57,b7fbf53260861a5a9022b709abe4d584
696,3,b8df3a1ffca045016321353536ac86cf
697,41,b93ff367c79f79437eb5b70dc00a33bb
698,10,b972617c1e490250b2dbcd3353fd436b
699,11,b97fd5240666a3c3ded13df9f73ca71d
700,14,b9912d7f760895a9a5f9e046a70e7d8e
701,43,b9926f42a5fd6cc0c455fe59a21961ab
702,60,ba3a4161ca111c8a2d39a1f1bffd3557
703,8,ba5185bc3765e91878ea56a67f156acb
704,36,ba78525b3444a3714174f4734720996a
705,8,bb2984ebd891be82156fff038a85aafa
706,15,bb2993a27d213c0eefab695ef0214fa9
707,38,bc8249da3b109151438a85d49300dd0f
708,2,bd057e02f75c92917389d90bb215fe91
709,43,bd2433d45fc8dcd1c1d01d9c20ca357b
710,5,bd26a8a5910f6c87aed2fcce32782fae
711,33,bd2cf0eb59f96babbb13b724d8d77b12
712,63,bd34a715eef595600ffb4f683ca04e64
713,9,bd5cea890904311cd874773b13255406
714,35,bd9366761825d97d4c79c2c61638318b
715,11,bdca40c895def7985563060c5dcbd0ca
716,9,bde37c58877c64b6ce4b309dc2154bad
717,5,be22fe5992cb9557d7748113ea1f6057
718,18,be34f66b259b110d8908297419741202
719,5,bf0a8a6ddc179a9466082343c5862904
720,6,bf2693c5774a77e478e418119be97c5c
721,44,bf87c4b14479e823c1ce554606f6fdd6
722,49,c0640121b56458ccc0d2892067bc463b
723,0,c06d3d1ffc5b470f5407c2201e6616e1
724,66,c07499b5a6f1090f2fb263ec6ac0660c
725,65,c12c2eb875879488e687111335a12805
726,49,c1909690dc34d322b9483c10cb1a533a
727,52,c1d662bc81ade6c9a1ec161b3076b27e
728,40,c1e9b11fb4591a922e98ed4c46063b6a
729,42,c284230ecd0f82b79b99e8326bc62c6b
730,39,c468a648519cd42da75e6aa9dadf733e
731,0,c4b09aae89ee1feabc77632691b65278
732,19,c56b62b863a81370827e04d2c0a669a8
733,28,c5f1c362617932134aaf950f537061d4
734,0,c697fa3bddbd8de0a0f09060df305934
735,44,c6ea9e05de9e221aed059ccc8ad5f6bb
736,12,c7de222dc1b99eddaa9a665687b94dc3
737,6,c7fa83cac784c0f6225cfe30bb96572b
738,0,c7fc922f759f46036bc9cfeda911515b
739,9,c826130d392023b4c535431e2616e88b
740,41,c8932c12e8ac6691d5c7c27ba8ecb967
741,43,c8b0c99b2c6537769427fe4eec396e55
742,75,c8f03786f7e1b205a9d38722fc3651e6
743,51,c95b96b3d38fbf45da2bc43db49861c5
744,49,c95f5d4bedbea37cf208fc3e70e7e75e
745,41,c97e3d0c075030df5478bf3e679f97bd
746,50,c97fa24cacdc7b092c81d9556d4a3aab
747,12,c9b9fc54bf7c8edcbe35b1091f38cf0f
748,27,cacd66f64a54dca26e17f19a6344c369
749,28,cad3107b4ec2400c662cd8eab4e20026
750,0,cada138c65391fd98c1835e5c518397d
751,25,cae89a5674ccf4bb1a78708926697f8b
752,14,cb5ecf234f7492c867bfa875a2c677b5
753,66,cbba49117a03fd2f578022eab904dced
754,7,cc2186bc2bd14948eb9b490d14fcd686
755,16,cc5b9b32417adab54115cc8eabc5695d
756,6,ccf0631bc6ad481b3d7becb69564f61b
757,69,cd970d2e7d3034e5946e71db0b4869c5
758,7,cdab4b0c1ece5d2bc1d671ef6bf21382
759,47,cdca9a75635698b016fdb75f95f561c0
760,58,cdfff0fd9f4511931eff58f549fffc12
761,10,ce577ac73e9022772835abf8d37e91d5
762,11,ce5b4b1624afd0dd514e8997a2a1ff1d
763,11,cea2a4389f823240e8dfbc3ea95e42f0
764,71,cf27028c2fe4a9fe00795d0d4dd23a18
765,0,cf4685ea46aad0fa545bd4764679a162
766,39,cf6f95dab8e87ebc3405e8b6fc02137e
767,52,cfa62004631bfdbb0d9f842d69cc502d
768,13,cfa9233eafdbccac8d2a864b0df390d4
769,41,d093196b2758f39a4548faed9e365d89
770,79,d0f374c7d36c93ba0772626d4c4e6f7a
771,9,d1576672b9ddf17e405ad295e66048ba
772,20,d1b2185245eeac47821e98471c915947
773,39,d27b078b9f801a979bda2687ef91159a
774,12,d28f88b9d68ac9a2c0586728bdc91bcf
775,8,d2fe91351bb890ca8ea9b76201b05964
776,42,d3121b735af2bb94568c8070aaf05110
777,12,d31eded9263eab43f614eecc6a52a0f5
778,26,d42d0642a28cb2d7415bc7176fdfcb9c
779,45,d4867a7af060ee2a814c6be63b48473a
780,41,d499ea144d46d394e7ece7dc53e9fd41
781,38,d500e63eb4adbab2fb34140565ae4d20
782,68,d54674169d8b98851d54d79405c5d261
783,0,d5a7b55889ae4bba1eb7c9ba798ddfb2
784,45,d60d9f944d86cc7539bb6b7a11646149
785,62,d6277e6596f855c87627312e947e4f9c
786,43,d6758947058995dbeeabc5e812c00cea
787,7,d787d7b7e3798edd7498b9cbd9b59206
788,37,d7ae05b007ca320a0d1fb128ccced638
789,6,d7e035984d4fba2d14bc37f1992a061f
790,35,d7ecbe31d65faefa7c5314baafd6c4ce
791,11,d876df0212e45f5a630b89f5a04532fa
792,11,d952de85df73349f0280fbb2345148ae
793,60,d967f5296732fa55266b5f1314e7447b
794,22,d9b4803fb9c57a061205f7376aed60a5
795,24,d9ef4b835e202c9b24315b999894362a
796,0,da020ae1ea6a8ce10cd43f5e36880c8d
797,5,da3325f424c71942ca8a3401615a0e6c
798,6,da436a25d31e42fa12c800bacf3d8032
799,0,da582077a9e547fc6e24b8d100e64209
800,10,da8f13b0ebc53fe1147d982f087b5806
801,0,da984ad859c4b4349544b580d532ec5a
802,9,daddf0bdb8874309dd07bd9d91396166
803,22,dae249fc394c9bdf02f7d8bb1ff55733
804,0,db565e88c0f55509b8b272e807104ceb
805,46,db63522a6a88af9b817df48e3f6bad15
806,48,db9cf75a3edf5b1d38fdf560682cec48
807,45,dc39121d4440ef9d34bb2cfac0f1bf2f
808,38,dc5fe88ac0b99e77e8630795cfc16981
809,9,dc9a5809e396367a5a0767ac9226a64f
810,5,dca7c0d776c64df418bf3b63756927c2
811,37,dccfed81fccb496e10c26074253a1330
812,0,dd64221e3c3d2f0078f4903cabc16bad
813,35,dddf432269175b67f5d9c55c3b36bdef
814,30,ddee9dcc776c7b87e68628ffa0f99dc7
815,4,ddf9fad53fff9a2f2ded181e1144b47f
816,34,de0746635475c2be3d26489184659460
817,0,de13b737a0b0f174b2d14836de6dc2ff
818,51,de5fed97bda5c8aeca0d5c6a47f2deec
819,59,de9e048c789a0ddc487baae5929f51f9
820,57,ded0963ff2f6582b382b72de6f123a08
821,10,df11122e91571fcd91143da33fd3542a
822,28,df9ab418e87b21319bdfe389a4552e08
823,11,dfe29c1db80f470f4fa8046bc7e5d8a0
824,48,e02f0f208e1f02b7672ff2ed8bd1bcd3
825,14,e0449ff246754057062a6331c7a7b661
826,6,e0493acb44c53e68e3c3aca626cd466b
827,32,e065a88039052c0f4e552886fab4d99f
828,13,e08a1154c61bfa0adb7a029eed7df122
829,67,e0a98706329350c48ea450d1705bdd86
830,28,e0e3594e7d43742458a79799c7a5dd6c
831,47,e0e76adfaac64932530b49127890139c
832,0,e111c33885a216cc61ee4947afc355f7
833,6,e121472f6b4dd372dfceb87c7e30cbac
834,0,e127911975277f6b07fb2521647e1031
835,37,e1970a13e4fbb03fee21f66f7a97f5eb
836,45,e1b7e1ea030de78f88501a832cb007b2
837,8,e1d2df8059744cac678fbdc113e9e697
838,35,e225e4363d4ef824640866378d49a878
839,7,e246b5012a29db02ad24ce4b7e332b9b
840,36,e253f0cb570353173a73119dcc0e54d2
841,15,e26a411f427d8387e1244ece6053c940
842,18,e2dc374288c7edd10ce6647a8e6ae548
843,30,e31ae4a7e10b56e18f3f988fe48acbcb
844,9,e3306c36e5fe929405591869e0ee98d5
845,6,e33e7bd3f983ccbc3014e3689b1062f7
846,8,e35d490b495edf857a448653e036bd44
847,50,e38156350137c3a0df6b4b43c002ce0b
848,25,e4038e6006053cadf0bb2f8795e6c9eb
849,0,e45936982498bfe7a8fcfef62bf1edc8
850,0,e498f29ac08e3302ff8f110db38b170d
851,4,e4f3a9d5cf57b9b518136afd9757f76d
852,41,e58dab18de6e4134d8b232e57ce1d86e
853,13,e610084768b3d8313be3a7dd22e5e5e7
854,44,e61357801b8cc7a4b40cf736e6890972
855,10,e64f09e2fba9abd0daf0668bbcd7ae97
856,12,e67fc482899bea76fa32d6274607140d
857,8,e72a4e847306ddfd0540d630c79b33e4
858,0,e761f3e1d225c421222cfe150072ad3c
859,39,e76529a86a5efc221a88a6c91a75ea59
860,0,e7faba643203b7d1ed349fe03ee07d36
861,0,e8a7df9c27dc5dbb1057f2f18aaa862e
862,45,e8b60c6f666907603bb5d70aa8cc6c80
863,35,e8d73d55baeb522ef8843cb54cd08df0
864,30,e8efeab7179493aca6effda3bf21833e
865,35,e91240606aaab23860bfba718c858d30
866,50,e9651415a968663e49b62c29e5d89137
867,23,ea1f8d9a6f34043a8e8a3f78dbda7f9a
868,40,eb48fcd046d9d869a6c6eccd90392480
869,0,ebed38ca7ec991605d2d4a3b569e9214
870,13,ec1637dbd16bb38ec0b5a93c14373364
871,41,ec78920915122cbe500fcb475a8fb5d3
872,55,ec91bf40df64a813b83c67f46118de37
873,0,eccb23f51439621fd79b3754af59d443
874,20,ed0c7d2a0d5f60d527c0c3643495ddca
875,46,ed1aeb39f5da7d42d10a92653319b951
876,17,edc891e47623366a2aaa2b1a32ae1fa1
877,12,edca8abe7dd3a699bde27f9241e73dda
878,68,ee8b2edb7ef82ae69ccc57bba1889a40
879,52,eeb00fe9de3e348006f6f7128e6cf4e3
880,37,eece82fe623b4bb335a9b9e20eb0ca54
881,43,eedb2d3b82cd4276804c339cae45fef4
882,30,eef12344364d2a2e1e2d581287cf9cd8
883,57,eef2e2ad223c5c824565b3d98086e7fc
884,33,ef3970fc96947901f21cb6dff853b8a8
885,61,ef3e90cd957439dcf1a2afcfc4b0cad7
886,0,efee4c92f7fb02a7dbd0ddba25878e2f
887,57,f0124196d19be156b58f64700fdac7e0
888,9,f06398053a230bf914041eb897dc8d62
889,19,f0df79d10df44f18742682108b17f60a
890,10,f129b4923a3e5d5f676a592a8e4b7efd
891,30,f14169430d2a1ccb92266e8fb27b5bb7
892,59,f17cfca756365f6863a241ea96ab9f75
893,52,f193cf4d5de76b20688d759ea7c66312
894,8,f1a2419d56c2a09edf4030caeebeb5b6
895,6,f1b4411717c78f67380366c2a16a4d1e
896,0,f24c7a1f58df6b9e7ee7f01012e601ac
897,38,f2a9db857bbd5fe385ed59d8f2e89621
898,13,f395649fb47860aebc4817c7a6ea90e6
899,0,f429fcd3fe77e166454f9b27813b07d1
900,16,f467b8de5a37d9a818c0cbb557089c55
901,45,f4b761ebd4f310f03e5e7f79b925ef4f
902,63,f54b6feed73d306d44d8fba250bafea8
903,59,f5efba2f8019f9eff955fa20312d0639
904,8,f696de645de36b56677457d2d3136524
905,7,f758703e18f588f2370783f8b779e664
906,42,f7858e1e354a9fa26b3055bc12a4ee5b
907,7,f86eb77e1cefe28e9f0e9d3775fae261
908,18,f91254f1c1b3112ef3464e477d23c9e8
909,11,f98673773627b4b8d152e2b168b85bb2
910,0,f9893308ea5859d7ede4e034086c461c
911,43,f9aa6d69d74e786544027a1ab3049f44
912,9,fac81ea6cbd540c89c7eee17e851a233
913,17,faebff3d5429ff2036c125a91df765c8
914,17,fb83fc6555a4f700fd92630d9fcb9cea
915,28,fb903879c556260ae2604ae0c45cb92a
916,26,fba8372d56b91b1bff7b71d970b5af58
917,6,fbe0433e5b1a3db9dc9d6ed21efc6148
918,33,fc3504d2efaaaa976a33b3c856927155
919,40,fc83b793850ea70d9e898afd0b3ef592
920,0,fc857228f75499b2f24b3d547e12b9e9
921,0,fd1bfe51e18fc13936ae19ce3a387fff
922,45,fd2130d0d215069168dc2f79c1f5ae44
923,43,fd39748ba122e84e9ac492e6fb7c7a05
924,5,fd831ca1d79ae5c6fc3a679a22e5b8cf
925,33,fda96e6cd3395dfae3e59cd4ac95f7d7
926,12,fdbee494c73577d5b1266d1fec5c6c9a
927,4,fde60697758e68d617f471e49f65db75
928,58,fdff1a7205bc3b9ab1dc5dc223782fc5
929,50,fe35f74209d1056dd315ddb17681203d
930,38,fe469488a23d4bdda47b83a659dcc103
931,7,fed19d671569afe8a2f9fa0953dd25ca
932,36,ff419a3476e21e269e340b5f1f05414e
933,61,ff714a67ba8c6a108261cd81e3b77f3a
934,16,fff482c704d36a1afe8b8978d5486283
935,47,fffecccc49436c5389075b13209f0dfa
936,39,ffff51a71f2f185ec5e97d59dbcd7a78
