,Unnamed: 0,Driver ID,Driver Onboard Date,Number of Rides,Average Ride Distance in Miles,Average Ride Duration in Minutes,Percentage of Prime Rides: ,Total Revenue: ,Average Ride Revenue,Week 1 Rides,Week 2 Rides,Week 3 Rides,Week 4 Rides,Week 5 Rides,Week 6 Rides,Week 7 Rides,Week 8 Rides,Week 9 Rides,Week 10 Rides,Week 11 Rides,Week 12 Rides,Week 13 Rides,First Ride Week,Last Ride Week
130,130,25827d13d5d988125ef4cc8a2ea3ddc1,2016-05-09,476,3.2292297286021423,12.911624649859945,38.655462184873954,5842.437107231326,12.274027536200267,0,0,0,0,0,0,88,76,90,67,58,76,21,7,13
131,131,258e3bc5c82e3f687b4e999bc598374e,2016-04-29,40,5.138410777088745,17.155416666666667,20.0,589.0623036110043,14.726557590275107,0,0,0,0,4,7,5,7,5,3,2,3,4,5,13
132,132,2678d03ea513d10988818e77c5915b75,2016-04-20,569,3.3786754879900016,13.574106619800821,39.54305799648506,7184.468729629337,12.626482828874053,0,0,0,63,69,79,59,85,67,19,18,65,45,4,13
133,133,268e15733721c4f3c10d9942e85a4859,2016-04-29,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
134,134,26dd952cf82f0d354e4007476748a1dc,2016-03-31,643,4.741925348260091,14.538621047174704,34.21461897356143,9048.08279809011,14.071668426267667,44,99,65,79,78,57,37,0,0,6,68,62,48,1,13
135,135,26efe85697b050171e2ac92d11f75605,2016-03-29,466,4.8912341694628,16.31927753934192,31.974248927038627,6816.188999695527,14.627015020805853,52,48,37,36,32,35,39,38,49,18,9,47,26,1,13
136,136,272fc17e9698d95dda029e15b5546534,2016-04-07,305,4.357994632561928,15.578415300546448,40.0,4500.258532598252,14.75494600851886,0,12,20,29,21,30,20,34,21,52,26,29,11,2,13
137,137,2736701b1fff80dc6ec8618309c76813,2016-04-25,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
138,138,274a1e97df854e1590ae812ca9ee5ac7,2016-04-02,313,5.039779567922413,18.69094781682641,35.14376996805112,4837.643263157567,15.455729275263794,1,3,0,9,24,29,16,22,55,56,31,32,35,1,13
139,139,276f6a36e30c69076c4cab7970ade946,2016-05-13,42,4.747583599783881,18.738888888888887,45.23809523809525,736.2900249201535,17.530714879051274,0,0,0,0,0,0,11,31,0,0,0,0,0,7,8
140,140,28083e35d199d29c2a88502329af5f6d,2016-05-12,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
141,141,281274ed70a896744065199c58462f3d,2016-04-07,48,7.67583036110041,18.996875,18.75,891.8232581575882,18.579651211616426,0,28,8,2,0,10,0,0,0,0,0,0,0,2,6
142,142,28a396a3e1793b64046aaaf8345604ec,2016-05-15,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
143,143,28e4da66781b209cd9a299365a0dcab0,2016-04-21,27,3.613627670694543,13.619753086419756,18.51851851851852,312.82697223085245,11.586184156698241,0,0,0,1,6,6,3,1,0,5,5,0,0,4,11
144,144,290c05b6d7e38c64bae2535b5d1d27f2,2016-04-15,328,5.450818044785517,16.590701219512194,27.439024390243897,5042.767452903055,15.374291014948337,0,0,4,28,42,39,34,27,40,30,30,18,36,3,13
145,145,297e507cc9f1da096e51c2223657255b,2016-05-07,588,5.0065882418186565,16.288265306122447,33.16326530612245,8821.620862622765,15.002756569086337,0,0,0,0,0,21,110,11,81,77,87,96,105,6,13
146,146,299507a03373935d7a89a9fd6a6c0e46,2016-04-11,54,5.542011931277096,15.454938271604938,27.777777777777782,807.1244406920433,14.946748901704506,0,0,11,17,0,1,0,5,0,4,9,6,1,3,13
147,147,29ca037d71b4a5934ae4528d050daeef,2016-04-13,332,6.174285170557831,16.059538152610443,15.06024096385542,5134.723602616599,15.46603494764036,0,0,13,37,4,29,31,54,35,42,29,43,15,3,13
148,148,2a190f6b01dba26d00d3b644a268ba75,2016-04-07,294,6.042061523678656,14.67278911564626,17.687074829931973,4519.447200709608,15.372269390168734,0,2,15,17,10,50,25,48,46,13,29,36,3,2,13
149,149,2a289b5c712e32bfb651b126cbe4e5bb,2016-04-05,241,3.6993335635592377,15.60387275242047,31.950207468879672,3138.488082614613,13.02277212703159,0,21,28,16,2,25,5,41,4,9,60,14,16,2,13
150,150,2a4afd4ab156dd0a6a0dc48bdf5d8db7,2016-05-07,42,4.8699644397259565,15.78690476190476,30.952380952380953,603.0798452108731,14.359043933592217,0,0,0,0,0,11,2,4,0,8,8,9,0,6,12
151,151,2aa41b072dc16081ebe60ad5b17f5a4c,2016-04-08,459,4.582368073430176,15.092519970951345,35.72984749455337,6428.704785895667,14.005892779729118,0,17,22,41,32,33,37,38,47,40,25,46,81,2,13
152,152,2b1f99b4f3360623da8fdcd39828122e,2016-04-12,247,7.1190976319459836,18.12685560053981,16.194331983805668,4204.897677106762,17.023877235250048,0,0,26,38,64,24,54,5,27,4,0,5,0,3,12
153,153,2b4078909534095c15f578c588667bc9,2016-05-03,53,4.211218896484226,13.038679245283019,33.9622641509434,691.8289542452185,13.053376495192802,0,0,0,0,0,42,11,0,0,0,0,0,0,6,7
154,154,2b77329ac116a3d1a5334c3fd54bd499,2016-03-29,268,4.234965886636759,14.452674129353234,22.761194029850746,3514.9249444606708,13.115391583808472,29,12,26,42,24,26,12,13,17,15,13,28,11,1,13
155,155,2ba51f9574a5c08327a718edada3e052,2016-04-26,40,4.296668199386084,14.521666666666668,25.0,528.3647243984076,13.209118109960189,0,0,0,0,3,1,36,0,0,0,0,0,0,5,7
156,156,2ba60fe37b426385154d69d8eff687e1,2016-04-25,41,3.629407843906319,12.665853658536587,24.39024390243902,491.88446987481404,11.997182192068633,0,0,0,0,24,0,3,0,5,9,0,0,0,5,10
157,157,2c00d6d77281fb9f97c1eb711f39b08d,2016-05-02,83,2.602391371693043,13.528915662650602,39.75903614457832,964.4031403587803,11.619314944081696,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
158,158,2c130ea88372d326fb1a0719227627e3,2016-04-23,215,5.179690880068993,16.321627906976744,35.81395348837209,3335.869959161313,15.515674228657275,0,0,0,6,38,40,13,18,31,29,15,25,0,4,12
159,159,2cc500616c927ce30d0bd1e87c699ef5,2016-04-06,34,5.5391541581898025,16.354901960784314,14.705882352941178,489.0445048073537,14.383661906098638,0,10,5,0,5,0,9,3,0,0,2,0,0,2,11
160,160,2d42e6d775b4399a56b71c2f3d6905ab,2016-03-29,224,2.9935130905482104,12.164285714285715,37.05357142857143,2596.652762714321,11.592199833546074,1,8,0,0,5,20,37,23,40,22,19,15,34,1,13
161,161,2d4c69afb7ac569a35a1c15fcecc1cb0,2016-04-14,439,4.813579261810888,13.67107061503417,36.21867881548975,6380.307235535479,14.533729465912248,0,0,22,26,24,68,95,66,58,31,9,6,34,3,13
162,162,2da7874cc42c3c94f157bd3fd78369b6,2016-03-29,538,3.2452461636239347,14.699659231722428,32.899628252788105,6616.945289599054,12.299154813381143,39,76,68,54,62,46,37,34,30,53,27,12,0,1,12
163,163,2db4e5237ec8a271bd6269b5ddc9b422,2016-04-22,277,5.702351063572532,15.740312876052947,36.46209386281589,4459.837019866319,16.100494656557107,0,0,0,19,41,38,15,31,22,24,25,13,49,4,13
164,164,2e4d5b1e1a62e56b3a8f887641379fe4,2016-04-09,583,5.022970434104637,12.67078330474557,30.703259005145803,8197.154490688716,14.060299297922326,0,13,39,38,23,53,57,65,63,55,70,62,45,2,13
165,165,2e5d7b104b570a5cf450f6825880c9dc,2016-05-15,35,4.9166206554949765,14.093333333333335,20.0,477.71996140964615,13.649141754561315,0,0,0,0,0,0,10,0,18,0,0,5,2,7,13
166,166,2e882efad8288189f654defcd3dbcd64,2016-04-24,33,3.081010811509028,10.723737373737373,36.36363636363637,363.6995418712018,11.021198238521269,0,0,0,4,11,3,0,0,0,0,0,0,15,4,13
167,167,2ebb15757eae00c4c491f569ca1a72a4,2016-04-01,34,2.9960034767632187,14.015686274509804,17.647058823529417,374.1165735808882,11.003428634732009,17,11,0,0,0,0,0,0,0,0,0,6,0,1,12
168,168,2ed0f3c071cdebf30186d2bf0a0c6151,2016-04-07,295,3.722408154263892,12.207401129943502,34.23728813559322,3724.259196374496,12.624607445337276,0,30,55,0,0,19,4,34,34,10,37,8,64,2,13
169,169,2f29fdfd281552870b7f07152889e0fb,2016-04-04,258,3.484537886059122,13.850968992248061,35.27131782945737,3304.1919625498667,12.806945591278556,0,21,0,0,0,12,25,34,32,37,33,40,24,2,13
170,170,2f331eb33f5d186bdcfb8cd8e2eb1349,2016-04-13,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
171,171,2f3773bd9dab0fa3e04c6f58dc0714a4,2016-04-22,26,3.3525449037398034,9.752564102564104,26.923076923076927,312.43803864213487,12.016847640082108,0,0,0,2,5,14,3,0,0,0,0,0,2,4,13
172,172,2f50e03ac03a920d1447b894643797f6,2016-04-08,32,3.3734908409658617,14.385416666666664,34.375,416.41533159038283,13.012979112199464,0,3,14,5,7,2,1,0,0,0,0,0,0,2,7
173,173,304fecb59756fb1d76c37ab927293da0,2016-05-13,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
174,174,309320204754c3eeb2577949e870fe2d,2016-04-06,217,3.544668023454559,13.144470046082947,36.86635944700461,2726.4395667468234,12.564237634777989,0,10,17,10,17,24,15,10,29,11,35,26,13,2,13
175,175,30e91f4104a6b5b0450588d8febddd93,2016-05-05,43,5.37812554099167,12.008139534883721,9.30232558139535,594.7618803588218,13.831671636251675,0,0,0,0,0,1,0,0,3,6,5,13,15,6,13
176,176,314d2be0d3461375f9e9ecf56b2b04ee,2016-04-29,49,5.018979766835587,16.596258503401362,8.16326530612245,670.4203789659116,13.682048550324724,0,0,0,0,7,30,12,0,0,0,0,0,0,5,7
177,177,3155bb6b7fc081f2cccc4f50c9bea08e,2016-04-11,27,4.4789467409920505,13.353086419753089,33.333333333333336,363.31419472682376,13.456081286178653,0,0,3,5,0,0,0,0,0,4,7,0,8,3,13
178,178,31b451688ffc6f785c22bf74374507bc,2016-04-27,41,4.441496544409813,13.126829268292685,36.58536585365854,574.2248325048364,14.005483719630153,0,0,0,0,41,0,0,0,0,0,0,0,0,5,5
179,179,329870cd7580c9efbc6b62073f89b90d,2016-04-24,54,3.799866888151527,12.58425925925926,20.37037037037037,629.064821303557,11.649348542658462,0,0,0,9,21,4,10,2,0,0,3,5,0,4,12
180,180,32b84f6d92b60badb7a8a6c47088151d,2016-04-14,39,5.788007378721585,13.582478632478633,12.82051282051282,547.6562984235774,14.042469190348136,0,0,2,2,4,27,2,2,0,0,0,0,0,3,8
181,181,32d6b6b2ad34385519bd4492ce78eee4,2016-04-02,29,2.5984736514390354,12.341954022988508,31.03448275862069,319.84261563746634,11.029055711636767,0,7,6,2,2,7,5,0,0,0,0,0,0,2,7
182,182,336a98815390e16a5661d2570374d448,2016-03-31,501,3.8590918130185514,12.797005988023953,21.756487025948104,6197.219432464036,12.36969946599608,5,17,45,46,45,54,50,11,17,47,36,71,57,1,13
183,183,336c8ec2eb47bc1453b85ee78849038e,2016-04-29,253,3.5112373417409075,14.303359683794467,47.03557312252964,3353.9193031667205,13.256598036232095,0,0,0,0,5,33,35,53,58,42,27,0,0,5,11
184,184,339a64370e18200c78fa15487f688c74,2016-03-31,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
185,185,33b7762088cf5b82b8fe6fc291f93b6b,2016-04-15,25,6.0957411112630036,13.602666666666664,16.0,370.11727446033774,14.804690978413511,0,0,15,10,0,0,0,0,0,0,0,0,0,3,4
186,186,34699d5745d74c7076fd1ef051b795a9,2016-04-28,56,5.3018517795227496,16.16785714285714,35.714285714285715,965.7224257407796,17.245043316799634,0,0,0,0,9,15,6,21,5,0,0,0,0,5,9
187,187,3474d70dfe09a1d9545f436cd3f3136a,2016-05-13,42,2.4290052059199656,12.563095238095238,50.0,470.5074316200016,11.202557895714323,0,0,0,0,0,0,9,0,0,20,13,0,0,7,11
188,188,34784d7e4e1ee4869f10d9abeb4ad3fa,2016-04-23,314,4.405724655571509,13.09930997876858,19.10828025477707,4038.414383291702,12.861192303476756,0,0,0,9,41,39,48,27,13,18,19,41,59,4,13
189,189,34c0cce7c3c34f9f6062b697637890b2,2016-05-11,179,4.068821578060419,13.040316573556796,49.162011173184354,2481.244923000525,13.861703480449865,0,0,0,0,0,0,26,46,5,11,25,35,31,7,13
190,190,34e2c40d9d6f01ec4a0ffed4b032ec1e,2016-04-29,43,5.209762430417092,16.869767441860468,39.53488372093023,731.3044829018936,17.007080997718457,0,0,0,0,5,14,7,7,7,0,0,0,3,5,13
191,191,352a72ac75c8886f94894f0cd77ef75d,2016-04-19,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
192,192,3575446a7484516f5593add3ddd37451,2016-04-04,391,7.239561311483602,17.51487638533674,25.57544757033248,6849.940087018076,17.519028355544947,0,59,34,26,31,33,24,51,34,44,52,3,0,2,12
193,193,35c3b0390b6f80657c53fb46b13f0a9e,2016-05-12,42,5.877594305148457,14.62063492063492,14.285714285714285,625.6813362952099,14.897174673695476,0,0,0,0,0,0,12,7,12,4,0,4,3,7,13
194,194,35db61ddf8e29d55a2d355ed0f9166d8,2016-04-04,41,2.9626142757506715,16.56260162601626,41.46341463414634,566.7864253047835,13.824059153775208,0,7,16,0,0,0,0,0,0,0,4,8,6,2,13
195,195,35fa59db20f02b89264c5a97b94d7785,2016-04-19,33,4.179240049845392,14.166161616161617,21.21212121212121,413.6453988922996,12.534709057342413,0,0,0,1,0,6,5,1,12,5,0,3,0,4,12
196,196,363f684a638dac345e67fbb78e492efc,2016-04-29,207,5.522529744692651,15.860869565217392,28.5024154589372,3304.7949507323888,15.965192998707195,0,0,0,0,13,30,30,18,10,20,23,32,31,5,13
197,197,367091701b7a57ef3e93c9fe2f6d3b3c,2016-04-25,44,3.488584253059132,12.05378787878788,22.72727272727273,511.7043109939479,11.629643431680634,0,0,0,0,5,7,4,8,17,3,0,0,0,5,10
198,198,36de1e085fbd8f354dd3192571cece32,2016-04-19,364,5.626984210440783,14.16121794871795,28.84615384615385,5546.717654330347,15.23823531409436,0,0,0,32,47,40,34,36,30,37,37,36,35,4,13
199,199,36df5bf5a89917fde3573e7c960c2097,2016-04-27,259,4.304023429254891,15.520849420849421,37.837837837837846,3644.0284617348298,14.069607960366136,0,0,0,0,26,30,34,45,23,17,22,26,36,5,13
200,200,370412f2a2747c1fdf8e807374c04a3d,2016-04-17,159,3.882200078425837,12.309329140461216,45.911949685534594,2069.374333586026,13.014932915635386,0,0,10,3,12,18,11,17,23,25,13,9,18,3,13
201,201,370e9f95700973dd95508e2f39b2bd29,2016-04-22,57,4.208655656813876,13.238011695906431,21.05263157894737,702.607843376788,12.326453392575226,0,0,0,14,13,16,14,0,0,0,0,0,0,4,7
202,202,3777e15bb2eb838394a372e119d96462,2016-04-04,29,3.8471543057059594,14.648850574712643,31.03448275862069,387.08321594256034,13.3476971014676,0,14,0,11,0,0,0,0,0,0,0,4,0,2,12
203,203,3788dc9e91f1548816ce8b5af07ddadc,2016-04-26,783,4.896567944902602,16.59848871860366,46.10472541507024,12619.13261601961,16.11638903706208,0,0,0,0,69,75,107,97,69,34,109,114,109,5,13
204,204,378f8bfcef6759b1e6b0e66b04424f54,2016-04-02,233,3.7183184576344597,13.689914163090126,28.326180257510728,2998.794774006737,12.870363836938784,2,25,17,14,0,6,24,40,30,33,22,0,20,1,13
205,205,37ac4f9379c836b08c9a6e2315fd66af,2016-04-07,44,2.9976009363522262,13.789393939393939,75.0,710.0526858660487,16.1375610424102,0,1,0,2,1,11,17,8,4,0,0,0,0,2,9
206,206,38510028b6d34d1b1339fa4e70783563,2016-04-17,442,3.6389766480252974,14.3960407239819,34.841628959276015,5581.882512761958,12.628693467787235,0,0,7,30,42,55,48,25,42,58,57,42,36,3,13
207,207,3857da988688981b67c878fc179eb0dc,2016-04-23,190,4.891400397547737,13.832105263157894,37.368421052631575,2977.883137330624,15.673069143845387,0,0,0,4,5,19,17,30,30,18,18,20,29,4,13
208,208,387fb3e0e515f38826f70eb475a3bfb6,2016-04-16,199,3.361411054427069,12.454857621440535,36.68341708542714,2371.9882548777773,11.91953896923506,0,0,2,2,22,27,23,27,30,15,14,20,17,3,13
209,209,392e07cd00f38f357ae73795619fd0e3,2016-04-27,533,3.7152633695922006,13.736804252657912,35.64727954971858,6879.014070923481,12.906217769087208,0,0,0,0,60,61,83,66,62,42,23,81,55,5,13
210,210,392f50e58bee8a34399972bf0cb175d3,2016-04-30,281,3.3369595555340714,13.65367734282325,58.36298932384342,3921.152950129658,13.954280961315513,0,0,0,0,27,64,68,50,43,19,10,0,0,5,11
211,211,39a7bc235caf53556b15dd28ab5a7157,2016-05-02,433,4.379792373107437,15.382024634334106,40.87759815242496,6277.678916070149,14.498103732263624,0,0,0,0,0,69,62,55,62,11,46,64,64,6,13
212,212,39b23365604d2633d74192b7131d6f67,2016-04-01,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
213,213,39eedffe18d7ec6c53741f9d46c7ab51,2016-04-22,348,3.7085596165715966,12.775047892720304,42.24137931034483,4488.198897469358,12.897123268590107,0,0,0,20,60,50,40,43,14,18,82,21,0,4,12
214,214,3a1d9fb7a8cfd55ae38d1b4fb1520d1f,2016-05-02,334,4.226376431771153,14.789720558882234,31.437125748503,4558.988790920499,13.649667038684127,0,0,0,0,0,68,69,41,33,59,57,7,0,6,12
215,215,3a1e17213c1fda2fc6126425e8721a6d,2016-04-07,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
216,216,3a52faf7577b389cbe9912652cbad33c,2016-03-30,688,4.123456575149541,13.137887596899226,28.34302325581395,9051.772183802064,13.156645615991373,52,79,53,70,0,0,28,87,84,65,55,52,63,1,13
217,217,3af5c66b6800650cebac636822ac14c7,2016-04-25,357,3.6776859202055063,13.449906629318395,38.935574229691866,4527.9670694767265,12.683381146993627,0,0,0,0,48,35,30,32,37,35,55,47,38,5,13
218,218,3b2dca5cc3db92a05ea35056887108b6,2016-04-04,26,4.073026591885254,13.254487179487178,19.23076923076923,311.1395975254867,11.966907597134107,0,26,0,0,0,0,0,0,0,0,0,0,0,2,2
219,219,3b6ae24dc593e6609bf90a1b80630439,2016-04-21,59,6.451692061152346,21.109322033898305,13.559322033898303,1029.7522735013526,17.453428364429705,0,0,0,13,0,12,34,0,0,0,0,0,0,4,7
220,220,3b7f314bfe75abaa6718399d534ccf47,2016-04-01,325,4.042482776025719,13.817282051282053,43.384615384615394,4420.783269151746,13.602410058928447,13,36,6,19,14,14,56,71,8,20,13,9,46,1,13
221,221,3b87648d266e62600ff719b691fd8562,2016-04-14,203,3.1533748100145207,15.14408866995074,39.40886699507389,2525.14156525035,12.439121011085467,0,0,7,2,5,23,3,9,8,33,23,47,43,3,13
222,222,3babf7dbd39edd11603dcd53e50dc050,2016-05-13,30,5.543804706691357,18.063333333333333,40.0,482.9045938407463,16.096819794691537,0,0,0,0,0,0,1,1,7,15,4,2,0,7,12
223,223,3bfb185b9491beb56fc10b6212c6c9c2,2016-04-07,393,3.824335745429567,13.928117048346055,42.49363867684478,5205.287547809453,13.245006482975707,0,14,59,72,41,9,2,15,22,11,16,62,70,2,13
224,224,3c69563a9561f995598ed81f1f5c331a,2016-04-14,397,4.2375100714816565,15.25671704450042,51.63727959697733,6102.891802812535,15.372523432777168,0,0,36,61,26,36,63,57,61,19,2,16,20,3,13
225,225,3caf85a7d6b8f5615fbc21e8310af584,2016-04-29,292,3.118007960721072,12.100399543378995,39.041095890410965,3404.2394456288544,11.658354265852239,0,0,0,0,22,54,0,23,23,0,46,66,58,5,13
226,226,3d2fa009a9f144706ad28ec9348f5960,2016-04-05,312,3.8477690169532788,15.836698717948716,38.141025641025635,4370.242010294075,14.007185930429726,0,17,12,27,19,24,12,36,37,28,28,30,42,2,13
227,227,3dad0a540eaab6fa876e4938d728efae,2016-04-15,210,5.203425598307972,15.105,26.190476190476193,3085.329626373751,14.692045839875007,0,0,2,0,16,32,23,26,8,21,30,13,39,3,13
228,228,3dc5080a4b9299fbf31479ea751d562b,2016-04-24,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
229,229,3dec7f876bb8b281df66b46469c79393,2016-04-14,46,5.7075517319819475,16.821739130434782,23.91304347826087,727.1920592789592,15.808523027803464,0,0,14,14,0,0,0,0,0,9,3,0,6,3,13
230,230,3e66ede2d283842c643b6b623d0ca168,2016-05-14,24,3.4678553527118776,11.536805555555556,37.5,297.8294078379957,12.409558659916485,0,0,0,0,0,0,3,2,11,7,0,0,1,7,13
231,231,3e8d06b82eb75b584564ce66217b3514,2016-05-07,266,5.0252468882073815,16.675,45.11278195488722,4339.676933593896,16.314574938322913,0,0,0,0,0,2,34,70,62,58,40,0,0,6,11
232,232,3f2ee0f16084bb99e8423807273c5816,2016-05-04,220,4.3634036313022735,13.341666666666667,24.09090909090909,2864.154365736887,13.018883480622213,0,0,0,0,0,34,71,31,41,2,14,18,9,6,13
233,233,3f62bb3b6a5ccddae37ff2fe3bfb3efd,2016-05-12,311,3.3590531030735096,14.497588424437302,45.01607717041801,4098.670583794184,13.1790050925858,0,0,0,0,0,0,23,40,32,78,70,37,31,7,13
234,234,3f79678c849eca6b438bb3d4bb59a5c6,2016-04-01,193,3.1132061925298635,13.146632124352331,38.86010362694301,2372.4649343302217,12.292564426581464,3,13,21,15,15,30,8,8,26,13,10,23,8,1,13
235,235,3f82d353964869022a995e87b480a901,2016-04-05,291,4.681674163496705,14.549255441008016,27.49140893470791,4013.0313499146637,13.790485738538365,0,6,0,17,25,11,0,37,47,49,14,41,44,2,13
236,236,3fcdb7a637be76b45ad806d4f832c966,2016-04-18,209,2.847935582734353,14.016108452950556,28.22966507177033,2316.7109938059507,11.084741597157658,0,0,0,41,21,0,0,4,25,54,11,30,23,4,13
237,237,40061a1bbba0ff209c889094d24f6032,2016-03-30,449,5.744983978962673,15.569190794357832,25.83518930957684,6779.168646607718,15.098371150573984,33,31,30,26,26,35,21,14,34,29,29,80,61,1,13
238,238,4008627b85a36afa46e22ecf513fc699,2016-05-09,316,4.60435231488087,15.567088607594936,37.9746835443038,4769.443290056791,15.093174968534148,0,0,0,0,0,0,69,46,41,25,38,52,45,7,13
239,239,400daded5197f955191887cd567338ee,2016-04-15,68,6.090503670119793,16.23921568627451,20.58823529411765,1114.0074529827966,16.38246254386465,0,0,8,26,15,0,19,0,0,0,0,0,0,3,7
240,240,402ce9ac2db62fcb5fe29ba1d40566c7,2016-04-08,346,3.6969953790700543,12.465944123314069,47.97687861271676,4524.485061204175,13.076546419665243,0,17,32,33,33,33,44,31,13,42,23,22,23,2,13
241,241,4125bef57464803d018cacc1d3f08f74,2016-04-29,234,4.099158767532138,11.144943019943021,19.65811965811966,2812.508167617368,12.019265673578493,0,0,0,0,22,43,42,34,0,40,20,0,33,5,13
242,242,415fbbda45a4a410e3122e3c992ace42,2016-05-01,479,5.263149018958822,15.936951983298538,35.07306889352818,7343.16039692979,15.330188720103946,0,0,0,0,6,71,58,80,43,87,96,10,28,5,13
243,243,417055c67f5510da99ac623b02b87847,2016-05-01,39,4.315720443449823,12.042307692307695,30.76923076923077,561.9346768944619,14.408581458832355,0,0,0,0,4,35,0,0,0,0,0,0,0,5,6
244,244,419eef26d8db5ccac04bf5d87af8059a,2016-04-26,182,3.746631784212408,12.148992673992671,40.10989010989011,2308.9996709676025,12.686811378942869,0,0,0,0,17,6,12,8,24,47,47,21,0,5,12
245,245,42256e33936dfa69088f540a720edc97,2016-04-23,35,4.673131310262059,15.28904761904762,45.714285714285715,516.7424779215911,14.764070797759748,0,0,0,1,11,17,6,0,0,0,0,0,0,4,7
246,246,432754fe9722d008cd7328f34852de61,2016-04-01,83,7.064364183716112,13.952409638554215,10.843373493975903,1368.4928761086326,16.487865977212437,19,31,16,7,8,2,0,0,0,0,0,0,0,1,6
247,247,4343b3dc4ad77e98d38808b64003bee0,2016-04-21,219,4.062830033333385,14.837290715372909,39.72602739726028,3012.412380402319,13.755307673069947,0,0,0,3,6,19,27,32,59,44,19,10,0,4,12
248,248,434adfc83c625f393595207cfff91ef2,2016-05-09,203,3.1600966549883287,11.616502463054188,48.27586206896552,2482.095968522293,12.22707373656302,0,0,0,0,0,0,17,26,27,29,33,35,36,7,13
249,249,440abd26a1c60ce02351bf1823d2d46d,2016-04-13,586,5.048954628380717,14.917519908987488,29.522184300341298,8688.108294581423,14.826123369592874,0,0,22,0,57,50,70,55,73,60,68,60,71,3,13
250,250,44198b15df35d0827ebef271b6264727,2016-04-15,403,3.4285266086761954,14.283333333333333,39.950372208436725,5256.699380564908,13.043919058473715,0,0,21,89,40,42,0,35,26,23,65,62,0,3,12
251,251,443cf8f9119a8fc409780159c46d2de7,2016-04-10,235,5.161447179747796,15.29354609929078,29.36170212765957,3538.9431697662817,15.059332637303324,0,1,17,16,10,24,38,26,10,29,20,13,31,2,13
252,252,44509b1a5d4f1ad8350076d754ab1cb5,2016-04-06,216,3.9495112788357223,15.747839506172841,35.64814814814815,3081.494881490755,14.266180006901646,0,13,10,15,17,4,10,22,14,21,26,36,28,2,13
253,253,446b609957a142e8834dc88cebb7dee0,2016-05-08,177,3.2175944112682893,13.916572504708096,43.502824858757066,2193.6500464434694,12.393503087251242,0,0,0,0,0,2,2,26,9,37,34,31,36,6,13
254,254,446ffe55730ace4059f02a4806018a08,2016-04-22,56,5.800980526178432,14.030357142857143,41.07142857142857,971.452529884922,17.347366605087892,0,0,0,1,5,4,18,3,3,3,8,2,9,4,13
255,255,44b7669c8f7ec8b8e592f150c7ee7fa2,2016-04-06,335,3.50497812304256,13.226915422885575,37.3134328358209,4241.622242170703,12.661558931852847,0,17,14,21,18,18,20,30,20,46,47,49,35,2,13
256,256,44e9f61af64c2d25412a0f4532ada63c,2016-04-15,47,3.1035717298144423,10.452836879432624,21.27659574468085,498.85367333399614,10.613907943276512,0,0,15,21,11,0,0,0,0,0,0,0,0,3,5
257,257,453f29877d452cbb3e0df4922a816316,2016-04-23,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
258,258,455ec8a8532948fe2c5e308af37216a1,2016-04-15,237,4.2347364768711175,13.801054852320675,34.17721518987341,3347.0334201577452,14.122503882522135,0,0,12,35,26,74,90,0,0,0,0,0,0,3,7
259,259,456467f01492ee1aeb7707de5c725f1c,2016-04-21,461,7.916122875663423,18.662762111352134,31.45336225596529,8722.553313144941,18.920939941746077,0,0,0,12,43,52,39,34,34,56,82,51,58,4,13
260,260,459af73e5a9d360ff51cf284c571f01b,2016-05-03,36,3.500969341469174,12.456481481481482,27.777777777777782,422.50654909051764,11.736293030292153,0,0,0,0,0,11,19,6,0,0,0,0,0,6,8
261,261,45ebd51300bd4bcc529a11a855827db4,2016-04-16,425,3.91657230329715,13.848156862745096,28.94117647058824,5548.3712870597055,13.054991263669894,0,0,13,47,87,59,82,49,13,0,0,65,10,3,13
262,262,46b9dc30efea1755f8ada69668793bf5,2016-04-12,28,5.409826388457381,13.614285714285714,50.0,457.5958004140414,16.342707157644337,0,0,9,0,0,5,14,0,0,0,0,0,0,3,7
